NoCorrection	HKBea1Aug	HKBea1Feb	HKBea1May	HKBea1Nov	HKBea2Aug	HKBea2Feb	HKBea2May	HKBea2Nov	HKBea3Aug	HKBea3Feb	HKBea3May	HKBea3Nov	HKSta1Aug	HKSta1Feb	HKSta1May	HKSta1Nov	HKSta2Aug	HKSta2Feb	HKSta2May	HKSta2Nov	HKSta3Aug	HKSta3Feb	HKSta3May	HKSta3Nov	HKSW1Aug	HKSW1Feb	HKSW1May	HKSW1Nov	HKSW2Aug	HKSW2Feb	HKSW2May	HKSW2Nov	HKSW3Aug	HKSW3Feb	HKSW3May	HKSW3Nov	LTCC1Aug	LTCC1Feb	LTCC1May	LTCC1Nov	LTCC2Aug	LTCC2Feb	LTCC2May	LTCC2Nov	LTCC3Aug	LTCC3Feb	LTCC3May	LTCC3Nov	LTCMW1Aug	LTCMW1Feb	LTCMW1May	LTCMW1Nov	LTCMW2Aug	LTCMW2Feb	LTCMW2May	LTCMW2Nov	LTCMW3Aug	LTCMW3Feb	LTCMW3May	LTCMW3Nov	LTPC1Aug	LTPC1Feb	LTPC1May	LTPC1Nov	LTPC2Aug	LTPC2May	LTPC2Nov	LTPC3Aug	LTPC3Feb	LTPC3May	LTPC3Nov	SKBlu1Aug	SKBlu1Feb	SKBlu1May	SKBlu1Nov	SKBlu2Aug	SKBlu2Feb	SKBlu2May	SKBlu2Nov	SKBlu3Aug	SKBlu3Feb	SKBlu3May	SKBlu3Nov	SKLKW1Aug	SKLKW1Feb	SKLKW1May	SKLKW1Nov	SKLKW2Aug	SKLKW2Feb	SKLKW2May	SKLKW2Nov	SKLKW3Aug	SKLKW3Feb	SKLKW3May	SKLKW3Nov	SKSha1Aug	SKSha1Feb	SKSha1May	SKSha1Nov	SKSha2Aug	SKSha2Feb	SKSha2May	SKSha2Nov	SKSha3Aug	SKSha3Feb	SKSha3May	SKSha3Nov
protist_Zotu486	1	0	2	48	0	1	2	0	0	0	4	2	0	0	6	0	0	0	2	2	1	0	5	1	3	0	5	7	10	0	3	0	15	0	2	13	0	0	2	1	0	0	0	0	1	0	10	177	3	0	0	7	1	0	0	6	0	0	2	0	3	1	16	2	0	2	0	1	1	0	1	0	2	6	16	0	0	13	27	0	3	1	53	1	9	0	16	0	4	0	31	1	0	3	7	0	0	2	10	0	0	2	4	1	0	0	0
protist_Zotu471	2	0	0	0	5	0	0	2	0	0	3	2	1	0	0	5	13	0	1	13	0	0	3	1	4	1	24	0	0	0	17	0	0	1	6	0	0	0	1	0	0	0	4	0	0	1	2	0	0	0	1	4	1	1	0	4	0	0	0	0	0	0	1	0	3	0	9	2	0	3	0	24	0	0	0	4	0	2	0	10	0	2	0	31	0	42	1	32	0	5	0	17	0	13	1	75	0	1	15	21	0	7	0	208	0	3	38
protist_Zotu516	9	0	27	0	5	0	14	0	1	0	43	0	9	0	11	0	13	1	11	0	6	0	8	2	2	1	9	0	3	2	2	0	1	4	6	0	0	3	5	0	1	2	10	0	0	2	1	0	19	14	13	0	2	11	2	1	12	5	0	0	0	0	3	2	1	2	2	0	2	2	0	0	0	15	3	0	0	46	2	0	0	18	0	0	0	2	1	0	0	2	0	1	0	5	0	8	0	65	0	10	0	158	0	2	2	49	0
protist_Zotu466	3	2	47	3	6	0	6	0	2	0	19	7	0	0	10	3	2	0	5	5	2	1	3	1	15	0	18	2	5	2	45	0	10	0	27	2	2	1	3	1	1	1	12	0	1	1	8	0	8	0	3	0	5	4	1	0	14	2	1	0	9	0	6	1	19	53	4	7	5	4	0	13	0	2	9	4	1	9	4	4	0	23	6	16	0	5	1	21	0	2	1	3	0	15	2	19	0	3	0	3	0	3	1	70	1	3	39
protist_Zotu574	4	13	127	1	5	16	12	0	0	4	24	0	0	6	3	0	8	2	8	0	0	3	4	0	3	3	36	1	3	5	18	0	0	7	12	0	0	1	1	0	0	19	4	0	0	8	1	1	10	2	2	0	1	4	0	0	0	4	2	0	0	0	2	1	0	1	1	0	3	3	0	0	2	9	0	1	15	5	0	0	24	7	0	0	2	8	0	0	4	8	0	0	4	6	0	3	1	10	1	7	4	22	2	2	0	3	0
protist_Zotu494	2	8	63	0	1	2	1	0	1	9	11	1	1	1	2	7	2	0	8	7	0	2	4	6	0	1	24	1	1	2	56	0	3	1	44	10	0	0	7	3	0	0	1	0	0	0	8	0	0	0	0	2	0	2	2	2	2	5	1	0	1	1	1	26	0	0	9	0	8	4	0	4	9	1	4	0	9	14	0	4	27	2	3	0	35	0	6	0	43	5	7	0	27	1	0	4	3	4	1	0	1	11	6	4	1	0	0
protist_Zotu277	0	0	0	31	1	0	1	5	0	0	7	31	0	0	0	1127	2	0	0	101	0	1	0	11	3	0	12	32	0	0	1	0	0	0	1	38	0	0	1	5	0	0	0	6	0	0	0	66	3	0	0	0	1	2	0	0	0	0	0	0	3	0	0	14	0	1	59	0	0	0	1	0	0	2	1	2	0	0	3	1	0	23	0	0	2	0	4	3	0	1	3	2	0	0	5	11	0	0	1	14	0	7	0	4	0	0	19
protist_Zotu141	5	0	0	5	3	0	0	0	0	0	1	0	0	0	0	3	1	0	0	35	5	0	0	33	12	0	0	0	0	0	0	0	0	0	4	0	7	1	1	0	4	1	3	3281	8	0	0	0	3	0	0	26	28	0	1	4	1	0	1	0	9	0	0	0	9	0	0	1	0	0	0	7	0	0	0	21	0	1	2	2	0	1	4	0	0	0	9	16	0	0	0	0	0	0	5	19	0	1	2	18	0	0	1	4	0	1	0
protist_Zotu161	3	8	8	3	11	6	20	1	0	1	27	7	1	0	4	4	5	2	6	9	3	1	5	26	3	2	79	4	2	0	54	0	3	2	119	32	0	2	6	1	0	2	24	6	0	0	16	0	3	0	1	4	12	3	3	1	9	0	0	0	0	0	5	0	0	2	10	0	0	2	249	27	3	4	5	5	1	2	16	5	0	16	8	1	0	5	4	1	1	7	2	138	0	11	0	28	0	11	0	14	0	38	0	62	0	30	9
protist_Zotu183	3	7	0	1	0	7	6	10	4	12	0	2	0	5	2	0	4	2	2	5	4	3	1	4	61	1	0	3	23	3	2	0	36	2	0	4	9	1	4	4	39	2	0	34	10	0	3	4	0	0	2	14	4	0	1	4	31	3	2	0	0	0	0	0	12	0	28	3	2	2	0	0	15	0	17	4	27	0	21	4	34	2	13	0	2	0	23	0	6	4	9	0	4	6	12	0	2	1	38	2	3	0	45	0	0	0	412
protist_Zotu467	4	0	0	7	1	0	0	0	2	0	2	1	3	0	0	6	3	0	0	15	7	0	0	0	6	0	7	0	8	0	2	0	5	0	2	0	1	0	3	0	2	1	2	0	0	0	0	0	1	0	0	5	2	1	1	3	6	0	5	328	6	0	1	0	1	3	11	0	0	10	0	27	0	18	2	19	0	0	2	7	0	2	2	0	0	0	1	1	0	1	0	126	0	5	2	86	0	3	6	54	0	9	2	190	0	1	13
protist_Zotu338	5	1	226	6	5	0	80	0	7	5	47	4	7	0	19	4	16	1	9	34	0	1	11	28	13	3	12	1	2	0	2	0	0	5	8	21	0	0	1	0	1	2	7	2	0	0	1	0	9	1	2	6	5	3	4	2	0	1	6	0	2	0	3	4	0	5	1	3	0	4	1	21	0	112	5	23	4	112	19	15	1	85	14	12	0	46	4	0	0	37	8	3	0	67	14	3	0	10	3	1	0	22	6	0	3	105	1
protist_Zotu367	0	0	1	62	0	0	1	96	1	0	0	26	0	0	0	1	2	0	0	40	1	0	0	9	1	0	1	47	0	0	0	0	0	0	0	16	0	0	0	31	0	0	0	33	0	0	1	312	0	0	0	16	0	0	0	11	1	0	0	0	2	0	0	14	2	0	20	2	0	1	0	3	0	9	13	1	0	0	11	1	0	0	21	19	9	0	3	23	1	1	9	121	0	0	1	4	0	0	12	2	0	0	0	1	0	0	0
protist_Zotu297	7	26	0	0	1	10	13	28	0	6	6	30	0	16	22	0	3	6	5	0	7	50	3	0	9	9	14	9	9	11	5	0	22	35	6	0	0	13	1	0	1	39	2	0	1	49	0	35	8	112	3	1	0	126	1	0	1	48	4	0	5	0	4	3	12	0	7	5	80	8	0	1	7	1	0	18	15	4	2	2	18	5	0	27	3	26	0	11	11	18	0	0	6	15	0	0	17	9	4	5	5	8	4	4	17	0	3
protist_Zotu116	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1153	3	0	0	89	0	1	0	4	39	0	5	0	0	0	0	0	4	0	0	1	3	0	2	2	12	0	0	2	2	0	1	5	0	0	0	4	2	0	0	88	6	0	0	0	6	2	1	0	6	4	2	16	0	0	0	1	0	0	213	2	0	0	311	9	0	21	437	2	0	3	610	3	0	21	343	0	0	16	290	8	0	0	609	7	0	0	508	4	0	0	18
protist_Zotu171	5	143	6	130	0	77	5	18	0	141	4	12	1	131	10	1	2	38	15	43	6	77	6	22	1	20	5	31	2	33	0	0	3	59	0	13	0	4	0	4	0	24	1	0	5	27	0	5	2	146	3	0	0	59	1	2	1	45	2	0	0	101	6	12	2	9	7	0	35	3	1	0	17	8	21	0	47	2	22	0	77	0	28	0	16	1	12	0	7	1	36	5	15	1	15	7	15	14	91	9	11	8	138	6	16	3	46
protist_Zotu179	10	2	96	45	8	0	19	11	1	0	54	46	1	0	10	14	21	0	5	23	5	1	2	52	53	0	100	94	14	0	126	0	41	3	153	85	31	2	12	71	116	3	25	10	78	1	28	77	35	0	2	226	60	6	1	88	127	1	1	207	53	0	0	61	33	2	11	36	0	15	8	21	0	38	137	23	2	8	164	33	1	32	135	26	6	115	153	42	0	92	193	24	0	60	108	5	0	18	12	7	0	21	39	23	0	31	9
protist_Zotu218	1	0	0	72	1	0	0	4	3	0	1	27	0	0	1	786	1	0	0	74	1	2	0	42	1	0	1	57	0	0	1	0	1	0	1	29	6	0	0	6	0	1	2	26	1	3	2	152	0	0	1	18	0	0	2	9	0	0	1	9	1	0	0	6	2	1	16	3	0	0	0	81	0	3	17	50	0	10	11	19	0	15	7	17	4	5	3	53	0	9	7	13	0	2	5	41	0	0	6	43	0	1	15	118	0	0	57
protist_Zotu472	5	0	0	0	0	0	14	0	0	0	17	3	0	0	0	1	0	0	0	8	1	0	0	0	1	0	10	6	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	1	0	0	5	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	22	0	0	0	12	0	0	0	5	0	6	0	0	0	3	11	0	0	1	0	0	0	0	0	22	0	17	0	28	0	255	0	109	0	2	1
protist_Zotu128	36	0	88	20	13	0	28	39	18	1	46	57	20	0	25	4	27	1	20	127	33	13	8	13	60	1	19	60	37	1	27	0	66	9	31	24	13	1	13	138	44	12	5	190	30	4	4	4	15	1	12	34	23	9	18	36	20	1	13	0	34	4	8	104	13	6	84	19	0	25	70	25	0	76	46	41	2	92	73	18	2	132	63	21	1	40	35	10	1	28	51	6	4	19	27	15	0	26	46	28	0	17	164	24	2	12	180
protist_Zotu15	118	166	837	1919	66	123	143	3714	154	173	456	1769	159	85	334	1372	221	43	389	445	62	27	156	1204	220	68	185	919	68	54	71	0	29	82	124	712	66	21	52	1330	61	32	65	2531	48	33	92	1058	135	5	135	112	54	136	167	594	74	105	187	438	142	40	97	1036	88	111	496	103	64	142	226	222	115	1476	1815	183	266	510	1552	120	187	792	1122	201	146	247	889	53	53	172	890	367	50	182	575	122	85	79	1051	130	36	79	1310	88	95	105	915
protist_Zotu151	21	4	269	71	2	3	76	243	22	38	61	88	14	3	30	3	18	0	27	5	13	2	17	52	29	9	18	39	8	10	4	0	3	3	8	16	15	2	5	32	12	4	5	59	17	2	1	37	18	1	8	17	8	24	35	41	13	13	20	1	31	1	16	16	30	7	13	29	1	18	8	37	3	115	149	46	6	88	207	15	2	81	78	108	4	55	65	35	0	28	117	269	0	31	53	12	3	7	51	5	2	17	49	3	7	3	36
protist_Zotu292	12	0	1	204	1	0	4	1125	2	0	40	86	2	0	4	3	4	0	10	8	9	2	2	24	18	0	11	85	13	0	15	0	50	9	7	23	4	1	3	32	4	4	7	5	1	2	4	9	7	0	6	6	3	12	4	11	1	0	2	0	9	1	3	20	4	2	22	6	0	11	1	25	0	116	44	27	0	3	19	32	0	13	22	14	0	13	28	19	0	6	13	65	0	5	8	18	0	4	39	16	0	7	15	21	0	1	72
protist_Zotu40	70	22	855	748	6	8	274	65	111	4	357	361	143	2	254	9	296	6	307	54	16	3	113	131	243	13	88	122	92	21	9	0	0	12	32	92	18	20	17	138	30	9	25	36	31	16	9	65	209	16	75	35	65	84	149	172	22	11	94	0	43	14	97	161	16	74	93	30	10	201	4	54	17	2051	694	32	40	729	567	41	37	1103	475	24	11	552	389	9	5	228	417	144	3	247	215	54	10	98	340	54	5	84	461	42	52	20	101
protist_Zotu44	22	10	86	114	11	2	45	207	28	2	103	471	23	5	76	13	62	5	94	81	10	3	45	619	50	7	46	231	14	8	14	0	1	16	25	308	35	7	11	236	27	6	6	924	44	6	25	66	32	2	20	227	15	25	39	412	80	3	28	0	58	15	19	268	43	59	230	33	2	38	107	97	7	397	739	110	6	91	782	88	12	199	429	62	11	63	417	19	3	65	826	32	1	77	344	25	1	15	390	19	0	22	405	17	21	10	347
protist_Zotu238	71	1	21	1	45	0	24	2	78	0	29	0	46	0	3	7	62	0	10	4	51	1	12	0	77	0	40	2	48	1	20	0	39	10	6	8	108	0	62	0	62	5	90	0	95	9	146	3	95	0	100	0	59	13	36	1	122	0	60	258	61	0	291	0	92	116	5	36	0	49	0	0	0	15	4	1	0	44	5	2	0	24	4	16	0	5	2	15	1	18	6	0	0	39	7	4	0	8	11	6	0	2	28	16	2	10	9
protist_Zotu328	70	28	0	0	8	57	7	1	22	79	5	1	5	57	0	2	17	16	0	7	37	40	0	1	42	41	8	0	65	21	7	0	15	37	1	3	49	3	2	1	46	11	10	0	91	6	13	0	124	86	8	7	36	22	0	3	146	22	6	58	14	0	5	1	12	5	2	13	2	3	0	2	1	0	0	2	5	11	0	4	9	4	1	4	0	0	0	12	0	4	0	0	2	3	3	6	0	5	0	21	1	1	0	40	0	3	0
protist_Zotu341	142	0	0	0	48	1	7	0	84	0	9	2	75	0	0	3	64	0	0	8	63	1	0	0	101	0	14	4	66	0	4	0	59	4	1	2	94	2	3	11	50	1	4	0	98	1	4	5	106	0	7	1	72	4	1	2	67	0	6	0	6	2	3	1	17	4	0	9	0	0	0	0	0	0	0	3	0	15	4	2	0	17	0	8	0	3	1	1	0	6	2	0	0	2	1	10	0	29	1	1	0	25	5	0	0	8	15
protist_Zotu619	73	0	0	0	30	0	7	0	39	0	2	0	17	0	0	0	36	0	0	31	24	0	0	0	21	0	3	0	3	0	0	0	0	1	2	1	20	0	1	4	13	0	3	0	8	1	3	0	15	0	0	13	13	1	2	19	22	0	0	234	6	0	0	3	7	0	9	7	0	1	0	4	0	0	4	3	0	2	5	1	0	7	7	1	0	2	1	2	0	0	0	0	0	0	1	4	0	2	0	6	0	3	10	0	0	4	0
protist_Zotu84	322	0	0	0	224	0	12	0	264	0	23	0	174	0	0	0	96	0	0	9	197	4	0	3	118	0	24	0	153	0	4	0	60	2	9	0	1719	2	4	21	649	1	6	0	1853	1	2	0	1190	0	6	12	459	17	3	3	499	0	2	0	93	0	2	2	1127	1	0	148	0	0	0	5	0	0	11	29	0	92	58	9	0	65	6	211	0	1	15	45	0	2	73	0	0	1	4	0	0	14	0	0	0	34	0	0	0	17	0
protist_Zotu606	43	0	0	0	26	0	3	0	20	0	2	0	3	0	0	0	19	0	0	4	27	1	0	0	27	0	0	0	31	0	0	0	22	0	2	0	52	0	0	3	28	1	2	0	92	5	0	0	46	0	0	1	52	0	0	2	61	0	1	0	5	0	1	0	47	0	0	6	0	0	0	0	0	0	0	1	0	7	6	2	0	8	0	3	0	0	0	1	0	0	2	0	0	1	2	3	0	1	0	5	0	1	0	62	0	0	0
protist_Zotu345	14	3	0	1	1	2	0	4	11	9	5	5	2	10	1	0	7	3	0	0	12	7	0	0	3	17	2	0	7	13	3	0	2	7	3	3	11	17	4	1	10	6	17	119	8	15	8	51	9	422	10	60	38	42	2	34	23	7	11	168	5	0	18	29	19	22	2	6	22	2	0	1	0	0	4	2	1	5	1	10	0	3	3	1	0	2	2	3	0	0	3	0	0	0	2	0	1	3	4	0	0	2	4	0	0	4	0
protist_Zotu536	0	23	0	0	0	31	2	1	1	68	2	0	1	21	6	0	0	12	1	0	0	23	0	0	0	24	2	0	1	8	6	0	1	5	0	1	0	2	1	0	0	5	15	0	0	1	8	0	0	71	10	0	0	11	1	0	0	14	0	1	0	7	9	0	0	0	3	0	12	0	0	0	7	0	0	0	25	0	0	0	23	0	0	0	2	0	0	0	0	0	0	0	10	0	0	1	1	1	0	0	0	0	0	1	0	0	0
protist_Zotu76	136	161	0	2	24	131	90	16	27	311	90	25	10	247	15	30	43	109	5	37	98	171	10	5	72	331	32	32	103	144	86	0	110	232	23	33	59	256	27	7	68	233	53	0	25	287	3	3	129	3634	79	18	100	1163	38	27	57	696	49	0	42	214	80	5	85	8	16	31	208	51	0	8	16	4	1	16	42	42	15	15	42	22	7	6	14	102	5	13	27	39	0	0	19	46	8	29	6	49	11	8	3	79	10	47	11	10	0
protist_Zotu154	93	11	0	4	104	5	5	0	69	23	2	3	182	15	1	0	142	4	2	21	197	6	1	0	216	18	1	0	155	11	5	0	264	15	12	3	91	22	8	8	98	19	13	32	75	37	4	22	40	1179	3	20	179	34	33	12	120	21	3	0	25	5	13	3	53	0	0	24	11	5	0	9	5	1	5	18	9	31	3	10	12	46	6	10	0	6	4	7	2	4	3	0	0	6	3	13	0	25	2	4	0	14	4	61	1	27	2
protist_Zotu413	32	3	0	0	24	2	3	0	24	5	6	0	41	4	0	0	39	0	0	5	57	5	1	0	71	12	1	0	58	7	3	0	78	9	7	0	24	8	2	1	30	15	3	0	18	15	2	0	10	140	8	2	42	12	9	1	32	9	2	0	8	0	3	0	18	2	2	5	3	13	0	3	0	0	0	5	5	9	0	3	5	16	0	6	0	5	1	6	0	6	2	0	0	10	0	2	0	11	0	3	0	3	0	5	0	6	0
protist_Zotu99	348	3	0	0	314	3	24	1	267	6	18	0	457	3	0	0	453	1	0	16	533	19	1	2	451	5	12	0	388	4	33	0	517	35	15	0	294	18	10	24	337	16	21	5	303	24	12	16	287	380	7	20	490	91	10	23	429	17	14	1	105	47	11	12	184	11	0	82	3	22	0	19	1	0	2	17	3	67	9	20	0	80	12	27	0	23	19	24	0	21	10	0	0	30	16	7	1	81	1	5	0	95	2	7	0	69	0
protist_Zotu327	31	0	61	0	32	0	0	0	15	0	9	0	94	0	0	0	66	0	0	11	75	3	1	0	82	0	1	0	48	0	0	0	68	2	5	0	82	2	0	0	150	0	3	0	135	0	3	0	56	0	0	1	158	1	1	0	141	0	1	0	10	0	3	0	10	0	5	9	0	0	0	40	0	10	0	63	0	3	1	37	0	8	0	1	0	1	0	1	0	2	0	0	0	4	0	44	0	3	0	44	0	9	0	198	0	1	0
protist_Zotu570	7	0	0	0	5	0	1	0	5	0	1	0	43	0	0	0	31	0	0	0	28	1	0	0	45	0	0	0	6	0	0	0	13	0	0	0	28	0	0	0	86	0	2	0	40	0	1	0	40	0	0	0	108	0	0	0	57	0	0	0	13	0	2	0	5	1	1	1	0	0	0	10	0	0	0	14	0	6	0	1	0	4	0	1	0	0	1	0	0	0	0	0	0	0	0	17	0	6	0	6	0	28	0	13	0	2	0
protist_Zotu239	8	0	1	0	0	0	29	0	0	0	12	0	4	0	0	0	10	0	0	0	1	0	0	0	0	0	4	0	1	0	0	0	0	1	0	0	0	0	4	0	0	1	3	0	0	0	1	0	13	0	5	0	6	6	0	0	1	0	0	0	4	0	0	2	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	64	0	0	0	1172	0	2	0	135	0
protist_Zotu627	13	0	0	0	7	0	1	0	9	0	0	0	14	0	0	0	6	0	0	0	72	1	0	0	23	0	3	0	17	1	0	0	29	2	0	0	31	0	4	0	36	1	3	0	15	3	7	4	4	0	12	3	10	0	4	3	27	0	26	0	31	0	29	0	23	0	0	8	0	0	0	0	0	0	1	0	0	2	6	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	2	0	0	6	0	0	0	2	0	0	0	2	0
protist_Zotu197	10	1	1158	0	0	0	256	0	0	0	943	0	0	0	15	0	0	0	11	0	0	0	11	0	1	0	20	0	9	0	1	0	1	0	1	0	10	0	0	0	28	0	8	0	32	3	0	0	107	0	0	2	2	8	0	0	40	0	1	0	7	0	4	0	14	1	0	16	0	0	0	0	0	25	0	0	0	4	0	0	0	19	0	2	0	0	0	0	0	1	0	1	0	3	0	4	0	7	0	2	0	84	0	0	0	0	0
protist_Zotu210	0	48	0	0	1	110	5	0	1	103	2	0	0	136	6	0	0	20	4	0	0	54	7	0	0	69	12	0	1	36	48	0	0	149	54	0	1	13	67	0	2	16	45	0	1	45	209	0	0	433	19	0	1	49	68	0	0	34	13	0	0	0	105	0	0	12	0	0	41	22	0	0	1	0	0	0	0	2	0	0	10	10	0	0	0	4	0	0	6	2	0	0	0	4	0	0	1	19	0	1	0	24	0	0	3	10	0
protist_Zotu224	114	1	0	0	61	0	4	0	30	0	3	0	30	0	0	0	22	0	0	3	73	0	0	0	19	0	2	0	32	0	2	0	44	0	1	1	186	0	25	2	343	2	10	0	231	4	12	1	26	0	0	13	157	1	0	9	127	0	2	0	257	0	23	0	381	43	0	199	0	1	0	7	0	0	8	8	0	11	9	8	0	3	10	39	0	0	8	24	0	2	3	0	0	3	3	0	0	1	3	0	0	6	14	0	0	8	1
protist_Zotu265	9	1	3	1	4	0	8	0	6	0	14	0	57	0	8	0	34	0	1	0	13	0	1	0	7	1	17	3	23	0	3	0	16	2	4	2	9	0	32	4	14	1	11	0	3	3	33	0	28	0	14	0	40	3	23	5	20	0	36	0	9	0	9	0	10	16	0	1	0	2	0	0	1	15	2	0	0	269	1	0	0	143	0	0	0	0	1	0	0	4	0	1	0	3	0	0	0	423	7	0	0	180	0	0	0	222	0
protist_Zotu502	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	10	2	0	0	0	14	0	0	201	7	0	0	28	1	0	0	28	0	0	0	19	2	0	0	0	52	0	0	0	28	0	13	25	0	0	0	7	0	0	8	0	0	0	0	0	0	0	0	3	0	0	2	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	9	0	0	0	0
protist_Zotu52	207	10	182	43	378	0	357	2	107	0	331	14	155	0	223	17	127	9	158	23	212	1	185	7	89	6	468	71	123	6	233	0	113	13	224	22	344	7	1442	11	588	43	1174	0	355	35	2289	4	335	2	65	59	1241	29	32	11	817	25	233	0	428	0	622	9	415	553	6	347	0	64	0	22	0	82	2	15	1	451	3	24	1	269	6	65	0	13	11	90	1	58	3	4	0	60	12	4	1	206	0	8	0	151	0	34	5	775	1
protist_Zotu86	322	0	0	0	92	0	23	0	26	0	38	0	89	0	0	0	46	0	0	0	57	3	0	0	35	0	13	0	59	0	8	0	16	0	3	0	449	0	2	0	1237	1	18	0	685	2	1	0	2080	0	0	1	709	13	0	3	864	0	1	0	605	0	1	0	269	1	0	337	0	0	0	1	0	0	0	0	0	12	0	4	0	13	1	82	0	0	3	57	0	0	1	0	0	2	0	0	0	3	0	0	0	31	0	0	0	10	0
protist_Zotu240	0	1	0	1	1	0	1	10	1	5	1	15	0	0	1	1155	1	1	0	10	0	0	0	3	0	0	3	26	0	0	0	0	0	0	0	79	2	0	1	12	5	1	0	52	2	0	11	0	0	0	0	1	0	0	2	4	2	0	0	0	3	0	0	61	0	7	3	1	1	0	6	0	0	1	32	3	0	0	40	1	0	0	77	0	2	3	38	0	2	6	27	0	0	1	33	2	0	1	65	2	0	0	118	2	0	0	60
protist_Zotu318	1	0	0	6	1	0	2	30	0	1	0	13	4	0	1	15	2	0	0	71	1	0	0	1	1	0	7	80	0	0	2	0	0	1	1	178	8	0	6	9	7	1	0	0	5	0	8	8	0	0	0	7	0	0	0	8	15	0	2	572	4	1	7	9	5	6	4	8	0	1	0	1	0	1	46	1	0	0	84	5	0	0	100	1	1	0	88	6	4	1	70	0	0	0	141	2	0	0	50	3	0	0	30	1	0	0	97
protist_Zotu113	15	0	0	0	2	0	0	0	0	3	0	0	0	2	0	0	7	0	0	0	1	0	0	0	2	9	3	0	6	1	3	0	2	1	1	0	107	1	5	0	95	1	2	0	30	0	1	0	43	4	2	0	3	30	0	0	8	26	0	0	1111	0	3	0	2429	1	0	1010	0	4	0	1	0	0	0	3	0	0	1	0	0	0	1	49	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
protist_Zotu282	139	4	0	0	12	2	5	0	11	34	3	0	22	10	0	0	10	4	0	0	28	7	0	0	4	28	2	0	2	7	9	0	6	10	3	0	32	11	0	0	67	3	1	0	20	5	0	0	125	33	7	2	55	214	0	0	30	141	1	0	252	0	1	0	298	0	5	187	5	1	0	3	0	0	0	14	0	1	0	0	0	0	0	17	0	0	1	9	1	0	0	0	0	0	0	4	0	4	0	2	0	3	0	1	0	0	0
protist_Zotu283	13	3	0	0	0	0	7	0	0	36	15	0	0	1	0	0	0	0	0	0	0	0	0	0	0	25	3	0	0	13	0	0	0	8	0	0	0	2	0	0	0	3	0	0	0	0	0	1	6	602	3	3	0	552	0	1	0	254	0	1	1	2	0	0	5	22	0	1	2	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
protist_Zotu31	34	286	0	0	0	63	60	1	0	2383	87	0	0	424	2	0	0	104	0	0	12	103	0	0	0	1512	29	0	11	853	16	0	1	238	3	0	0	56	0	0	0	51	0	0	0	62	0	0	79	3807	4	0	0	3852	0	0	1	3773	0	0	3	1255	0	0	9	0	5	18	101	3	0	0	3	0	0	0	10	0	0	0	7	0	0	0	0	1	0	1	30	0	0	0	5	0	0	0	0	3	0	0	0	25	0	0	1	0	0
protist_Zotu215	0	177	0	0	3	219	3	7	4	540	6	0	5	166	10	0	0	44	2	0	16	91	3	0	0	104	1	1	5	73	19	0	5	155	1	1	0	8	12	1	0	5	37	0	0	3	36	0	2	1	67	0	1	16	13	0	2	105	35	102	0	0	53	1	0	9	5	0	5	10	0	0	11	0	0	0	13	5	1	0	7	0	0	0	1	4	0	0	2	1	0	0	1	4	0	0	1	4	1	0	0	0	0	0	5	1	0
protist_Zotu72	5	4	6	0	95	1	119	19	45	10	111	1	73	5	8	12	5	0	8	0	1	4	8	1	17	5	127	126	1	1	276	0	0	16	87	48	0	7	2100	1	0	25	1764	0	0	32	1927	1	5	365	266	0	91	154	69	0	0	28	516	0	0	7	2004	0	0	890	8	0	5	292	0	0	1	1	0	0	1	46	0	0	0	7	0	0	13	7	0	0	10	150	0	0	5	185	0	0	1	2	0	22	1	4	1	35	0	93	2
protist_Zotu250	0	2	9	1	0	0	3	0	7	0	13	3	5	0	2	0	34	0	1	0	0	0	0	0	28	0	0	25	1	0	0	0	0	0	5	4	0	0	7	0	0	1	8	0	0	3	1	0	8	0	2	0	5	0	9	0	0	0	21	0	0	0	18	1	0	6	0	0	1	15	0	0	1	32	0	0	0	200	0	0	1	141	0	0	16	302	1	1	15	426	0	0	4	461	0	0	0	3	3	0	0	12	3	2	0	12	0
protist_Zotu117	46	0	0	31	109	0	62	10	131	0	57	12	124	0	1	20	58	0	2	2	92	1	0	0	44	0	34	97	26	0	66	0	17	7	34	54	399	2	747	106	341	22	710	149	293	23	412	76	164	0	162	278	215	16	43	187	439	0	345	100	202	0	795	9	219	272	30	89	0	51	0	51	0	1	31	59	1	72	34	36	0	25	23	35	1	11	51	58	0	91	51	1	0	101	83	5	0	24	14	13	0	40	0	18	0	109	3
