afterCorrection	HKBea1Aug	HKBea1Feb	HKBea1May	HKBea1Nov	HKBea2Aug	HKBea2Feb	HKBea2May	HKBea2Nov	HKBea3Aug	HKBea3Feb	HKBea3May	HKBea3Nov	HKSta1Aug	HKSta1Feb	HKSta1May	HKSta1Nov	HKSta2Aug	HKSta2Feb	HKSta2May	HKSta2Nov	HKSta3Aug	HKSta3Feb	HKSta3May	HKSta3Nov	HKSW1Aug	HKSW1Feb	HKSW1May	HKSW1Nov	HKSW2Aug	HKSW2Feb	HKSW2May	HKSW2Nov	HKSW3Aug	HKSW3Feb	HKSW3May	HKSW3Nov	LTCC1Aug	LTCC1Feb	LTCC1May	LTCC1Nov	LTCC2Aug	LTCC2Feb	LTCC2May	LTCC2Nov	LTCC3Aug	LTCC3Feb	LTCC3May	LTCC3Nov	LTCMW1Aug	LTCMW1Feb	LTCMW1May	LTCMW1Nov	LTCMW2Aug	LTCMW2Feb	LTCMW2May	LTCMW2Nov	LTCMW3Aug	LTCMW3Feb	LTCMW3May	LTCMW3Nov	LTPC1Aug	LTPC1Feb	LTPC1May	LTPC1Nov	LTPC2Aug	LTPC2May	LTPC2Nov	LTPC3Aug	LTPC3Feb	LTPC3May	LTPC3Nov	SKBlu1Aug	SKBlu1Feb	SKBlu1May	SKBlu1Nov	SKBlu2Aug	SKBlu2Feb	SKBlu2May	SKBlu2Nov	SKBlu3Aug	SKBlu3Feb	SKBlu3May	SKBlu3Nov	SKLKW1Aug	SKLKW1Feb	SKLKW1May	SKLKW1Nov	SKLKW2Aug	SKLKW2Feb	SKLKW2May	SKLKW2Nov	SKLKW3Aug	SKLKW3Feb	SKLKW3May	SKLKW3Nov	SKSha1Aug	SKSha1Feb	SKSha1May	SKSha1Nov	SKSha2Aug	SKSha2Feb	SKSha2May	SKSha2Nov	SKSha3Aug	SKSha3Feb	SKSha3May	SKSha3Nov
protist_Zotu81	15.10869565	2.173913043	1.467391304	2.391304348	14.89130435	1.630434783	28.75	10.59782609	17.2826087	1.195652174	12.93478261	9.782608696	11.95652174	0.489130435	5.434782609	7.989130435	10.86956522	0.815217391	4.72826087	20.27173913	12.33695652	1.413043478	1.902173913	3.369565217	14.72826087	1.413043478	12.2826087	22.77173913	12.93478261	2.934782609	25.59782609	0.054347826	3.152173913	14.18478261	15.16304348	6.141304348	29.18478261	4.239130435	27.82608696	10.2173913	23.36956522	11.73913043	15.16304348	0.652173913	28.69565217	6.304347826	16.79347826	0.760869565	19.72826087	3.695652174	21.30434783	15.70652174	22.55434783	22.82608696	17.77173913	8.423913043	25.48913043	5.217391304	31.30434783	0	10.32608696	2.282608696	11.95652174	6.25	18.04347826	14.13043478	26.90217391	14.7826087	1.902173913	14.72826087	0	14.51086957	0.760869565	2.010869565	6.413043478	23.64130435	2.119565217	16.19565217	14.07608696	16.73913043	2.010869565	10.81521739	10.43478261	17.2826087	0.706521739	8.423913043	10.10869565	6.413043478	1.086956522	15.86956522	16.08695652	0.815217391	0.217391304	7.282608696	7.989130435	16.30434783	1.195652174	8.586956522	0.597826087	33.15217391	0.326086957	8.260869565	1.032608696	13.58695652	1.195652174	12.2826087	1.956521739
protist_Zotu168	0.27173913	0	0	0.054347826	0.815217391	0	0.326086957	0.869565217	0.489130435	0	0.489130435	0.108695652	1.141304348	0	0.163043478	0.163043478	0.97826087	0	0	0.434782609	0.217391304	0	0	0.054347826	0.760869565	0	0.326086957	0.326086957	0.543478261	0	2.826086957	0	0	1.195652174	0.380434783	0.27173913	17.2826087	0.27173913	0.163043478	0.326086957	20.10869565	0.054347826	0.27173913	0	5.108695652	0.108695652	0.326086957	0	0.652173913	0.054347826	1.467391304	4.619565217	0.652173913	2.173913043	0.326086957	20.70652174	6.467391304	0	0.108695652	0	49.61956522	0	0.27173913	0.380434783	22.82608696	0.489130435	1.793478261	36.84782609	0	2.22826087	0.054347826	54.7826087	0	0	24.61956522	25.16304348	0	0.597826087	14.83695652	26.41304348	0	0.597826087	14.89130435	7.22826087	0	0.380434783	14.83695652	5.380434783	0	0.27173913	2.663043478	0	0	0.217391304	2.282608696	0.489130435	0	0.923913043	0.054347826	0.380434783	0	0.652173913	0	0.108695652	0.054347826	1.086956522	0
protist_Zotu42	1.902173913	0	0.108695652	2.065217391	3.47826087	0	0.217391304	0	4.402173913	0	0.27173913	0.326086957	0.326086957	0	0	0.27173913	0	0	0	0.97826087	0.434782609	0.054347826	0	0.054347826	0.434782609	0	0.108695652	0	0.054347826	0	0.543478261	0	0	0.054347826	1.358695652	0	28.69565217	0.108695652	0.706521739	0.434782609	38.15217391	0.163043478	0.489130435	0	22.39130435	0.054347826	0.326086957	0.054347826	0.217391304	0	0.163043478	89.34782609	0.815217391	0.163043478	0.815217391	5.434782609	25.38043478	0	0.326086957	0	47.77173913	0	0.27173913	0	77.55434783	0.163043478	0.489130435	123.4782609	0	0	0.27173913	138.8043478	0	3.369565217	7.880434783	294.0217391	0	0.326086957	18.80434783	388.1521739	0	0	25.48913043	154.076087	0	0.217391304	23.04347826	96.25	0	0.108695652	16.63043478	49.94565217	0	0	8.369565217	3.75	0	0.054347826	0.869565217	0.543478261	0	0.054347826	0.543478261	0.652173913	0	0.27173913	0
protist_Zotu679	0.108695652	0.054347826	17.17391304	0.434782609	0.108695652	0	1.141304348	0.054347826	0	0	0.869565217	0.434782609	0.380434783	0.054347826	0	0.054347826	0.163043478	0	0.163043478	0.108695652	0.108695652	0	0.054347826	0	0.054347826	0.054347826	0.27173913	0.489130435	0	0.054347826	0.054347826	0	0	0	0.217391304	0.217391304	0.217391304	0.054347826	0.27173913	0.217391304	1.304347826	0.108695652	0.217391304	0	0.108695652	0.108695652	0	0	0.108695652	0.869565217	0	0.326086957	0	0.27173913	0.27173913	0.217391304	0.489130435	0.108695652	0.163043478	0	0.217391304	0	0.27173913	1.086956522	0	0	0.054347826	0.380434783	0	0.108695652	0.163043478	0.706521739	0.163043478	2.065217391	0	0.489130435	0.163043478	0.054347826	0	1.141304348	0.054347826	0	0.326086957	0.108695652	0	0.163043478	0.326086957	0.108695652	0	0.054347826	0	0.163043478	0	0.054347826	0	0.108695652	0	0.380434783	0	0.217391304	0	0.380434783	0	0.054347826	0	0.27173913	0
protist_Zotu600	0	0	0	0.489130435	0	0	0	6.195652174	0	0	0	2.010869565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.054347826	0	0	0	0	0.108695652	0.054347826	0	0	0.108695652	0.108695652	0	0	0	0	0	0	0	0	0	0	0.054347826	0	0	0	0.054347826	0	0	0	0	0.054347826	0	0	0	0.054347826	0	0	0.163043478	0	0.054347826	0	0.108695652	0	0	7.065217391	0	0	0	5.326086957	0.27173913	0	0	6.032608696	0.108695652	0	0	3.152173913	0	0	0	1.684782609	0	0	0	0.434782609	0	0	0	0	0	0	0	0	0	0	0	0
protist_Zotu19	1.032608696	147.7717391	0	0	0.380434783	132.3369565	2.119565217	3.967391304	0.760869565	129.6195652	3.369565217	0.217391304	0.217391304	138.423913	36.41304348	0.108695652	0.217391304	129.7282609	15.05434783	0.054347826	9.456521739	394.2391304	4.673913043	0.054347826	0	237.3369565	0.652173913	0.326086957	5.97826087	165.5434783	13.91304348	0	28.64130435	52.77173913	0.543478261	0	0.217391304	2.554347826	0.815217391	0.054347826	0.108695652	5.380434783	3.260869565	0	0.163043478	9.565217391	0.217391304	0.652173913	4.510869565	0	14.13043478	0	2.336956522	14.94565217	0.597826087	0.054347826	0.108695652	152.8804348	0.706521739	0.054347826	0.108695652	12.06521739	2.554347826	0.163043478	0.27173913	0.434782609	9.402173913	0.054347826	40.59782609	5.815217391	0	0	6.847826087	0	0.108695652	0.054347826	33.85869565	1.358695652	0	0	12.82608696	0.923913043	0	0	11.57608696	0.380434783	0	0	7.77173913	0.27173913	0	0	4.510869565	1.358695652	0	0.108695652	4.72826087	6.630434783	0.760869565	0.326086957	2.336956522	1.032608696	1.358695652	1.032608696	8.206521739	0.706521739	0
protist_Zotu132	6.467391304	0.760869565	0.380434783	0.923913043	7.173913043	0.652173913	6.52173913	1.467391304	4.836956522	0.380434783	7.717391304	1.630434783	3.423913043	0.706521739	0.869565217	0.489130435	2.608695652	0.217391304	0.869565217	7.663043478	3.695652174	5.163043478	0.326086957	0.597826087	4.836956522	0.434782609	3.967391304	1.141304348	3.913043478	0.652173913	2.554347826	0	3.858695652	1.141304348	1.956521739	0.27173913	6.52173913	0.489130435	2.391304348	2.5	10.43478261	1.032608696	3.967391304	0.108695652	4.239130435	0.815217391	3.75	0.869565217	9.72826087	0	2.173913043	4.619565217	9.782608696	2.826086957	1.576086957	3.967391304	14.34782609	1.141304348	1.793478261	1.413043478	4.239130435	0.489130435	2.22826087	1.413043478	6.358695652	1.847826087	5.163043478	13.09782609	0	1.684782609	4.456521739	4.293478261	0	0.163043478	9.02173913	4.72826087	0.163043478	4.673913043	9.293478261	7.010869565	0.217391304	2.282608696	13.20652174	2.934782609	0.326086957	0.706521739	6.576086957	4.619565217	0.054347826	1.413043478	6.141304348	0.054347826	0.054347826	1.358695652	3.913043478	0.815217391	0.108695652	1.52173913	0.652173913	1.25	0.054347826	2.22826087	1.467391304	1.25	0.27173913	2.77173913	1.032608696
protist_Zotu54	9.72826087	2.22826087	4.184782609	7.880434783	6.52173913	2.010869565	11.68478261	10.2173913	8.206521739	0.706521739	16.68478261	8.369565217	6.956521739	1.195652174	2.336956522	2.554347826	7.77173913	0.217391304	3.206521739	6.141304348	4.347826087	2.119565217	1.793478261	2.608695652	8.75	0.543478261	7.663043478	6.25	2.22826087	1.956521739	14.18478261	0	0.706521739	5.815217391	8.532608696	1.630434783	17.5	1.25	6.52173913	7.934782609	27.7173913	2.391304348	11.57608696	1.413043478	13.91304348	3.152173913	8.47826087	1.52173913	4.72826087	0	13.20652174	16.73913043	6.25	12.01086957	5.97826087	26.08695652	26.90217391	2.010869565	8.369565217	0.489130435	18.20652174	4.836956522	18.09782609	10.76086957	12.55434783	7.77173913	11.95652174	20.05434783	2.065217391	29.34782609	0.054347826	25.05434783	1.630434783	2.22826087	65.27173913	15.32608696	2.608695652	4.945652174	66.57608696	20.65217391	5.489130435	4.184782609	58.91304348	7.663043478	2.119565217	4.510869565	51.08695652	8.152173913	1.847826087	6.793478261	37.55434783	0.489130435	1.902173913	8.315217391	19.07608696	9.184782609	0.869565217	3.260869565	14.89130435	4.347826087	0.97826087	4.402173913	34.45652174	8.152173913	0.434782609	5.163043478	42.11956522
protist_Zotu106	0.815217391	4.02173913	0.054347826	0.869565217	0.923913043	7.22826087	1.25	1.902173913	1.032608696	0.97826087	0.434782609	3.75	1.576086957	0.597826087	1.195652174	0.815217391	2.445652174	0.27173913	0.434782609	4.293478261	0.706521739	2.989130435	1.52173913	0.597826087	1.956521739	0.652173913	1.467391304	2.282608696	0.217391304	0.489130435	0.706521739	0	0.108695652	0.869565217	0.543478261	1.141304348	1.25	0.27173913	1.25	5.108695652	0.869565217	0.923913043	0.652173913	0.706521739	1.576086957	0.27173913	0.108695652	2.119565217	0.217391304	0	0.380434783	15.48913043	0.326086957	0.380434783	0.706521739	8.967391304	6.467391304	4.836956522	1.141304348	0.380434783	2.173913043	0.815217391	0.27173913	9.510869565	0.869565217	0.326086957	5.27173913	1.52173913	12.55434783	1.847826087	0.489130435	4.72826087	0.760869565	0.326086957	5.326086957	2.608695652	2.880434783	0	4.945652174	4.782608696	1.847826087	1.086956522	3.858695652	0.652173913	5.923913043	2.010869565	9.945652174	2.717391304	13.85869565	5.815217391	8.097826087	0	14.18478261	3.532608696	6.141304348	1.25	1.358695652	1.25	4.456521739	1.684782609	1.413043478	1.141304348	8.423913043	2.173913043	0.434782609	1.576086957	15
protist_Zotu334	0.543478261	2.989130435	0	0.163043478	0.597826087	4.510869565	1.413043478	0.27173913	0.489130435	0.434782609	0.97826087	1.032608696	1.793478261	0.27173913	1.358695652	0.163043478	1.032608696	0.380434783	1.413043478	1.086956522	0.597826087	1.902173913	1.358695652	0.326086957	1.032608696	0.434782609	0.597826087	0.923913043	0.108695652	0.489130435	0.869565217	0	0.054347826	0.597826087	0.543478261	0.108695652	1.630434783	0.217391304	1.086956522	0.97826087	2.22826087	0.434782609	0.597826087	0.054347826	1.739130435	0.326086957	0.27173913	0.434782609	0.163043478	0	0.760869565	8.532608696	0.108695652	0.434782609	0.543478261	2.77173913	8.47826087	3.75	1.032608696	0	2.717391304	1.195652174	0.923913043	1.304347826	1.141304348	0.163043478	1.141304348	1.793478261	2.336956522	0.597826087	0	5.108695652	0.760869565	0	3.206521739	2.282608696	1.630434783	0.108695652	1.25	3.586956522	0.869565217	0.163043478	2.010869565	1.141304348	1.086956522	0.652173913	2.173913043	4.293478261	2.065217391	0.652173913	2.445652174	0	3.532608696	0.597826087	3.586956522	0.815217391	1.032608696	0.923913043	0.815217391	1.52173913	1.739130435	1.032608696	2.663043478	0.597826087	0.543478261	1.358695652	3.858695652
protist_Zotu551	0.163043478	0	0	0	0.760869565	0	0	0	0.597826087	0	0	0	0	0	0	0	0.489130435	0	0	0.163043478	0.326086957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27173913	0	0.108695652	0	6.358695652	0	0.054347826	0	4.02173913	0	0	0	1.467391304	0	0	0	2.282608696	0	0	0	2.336956522	0	0.054347826	0	0	0	0	0	1.304347826	0	0	0.054347826	0	0	0	0	0	0	0	0.108695652	0	0	0	0.326086957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.760869565	0	0.217391304	0	1.52173913	0	7.826086957	0	0	0
protist_Zotu109	1.358695652	2.989130435	0.815217391	6.576086957	3.043478261	2.989130435	3.043478261	19.72826087	2.282608696	3.858695652	5.217391304	3.47826087	1.304347826	2.010869565	5	0.543478261	0.869565217	2.22826087	3.75	1.739130435	3.858695652	3.586956522	1.956521739	10.92391304	1.793478261	3.858695652	0.815217391	2.717391304	2.77173913	3.097826087	3.423913043	0	1.25	4.510869565	2.77173913	1.304347826	1.195652174	1.739130435	2.22826087	2.663043478	1.793478261	2.065217391	5.054347826	2.717391304	1.304347826	3.967391304	1.793478261	1.141304348	2.391304348	19.13043478	3.47826087	1.902173913	3.206521739	3.152173913	2.445652174	1.576086957	3.043478261	5.489130435	1.902173913	0	1.52173913	15.43478261	2.934782609	0.869565217	1.413043478	1.413043478	3.47826087	1.304347826	3.695652174	1.739130435	0.054347826	3.206521739	1.141304348	2.826086957	2.989130435	2.717391304	2.717391304	1.630434783	2.826086957	2.010869565	1.847826087	0.97826087	2.22826087	1.847826087	2.608695652	0.923913043	2.880434783	0.815217391	1.684782609	1.032608696	2.717391304	1.086956522	1.141304348	1.847826087	2.554347826	2.173913043	1.52173913	1.630434783	0.760869565	1.467391304	1.630434783	0.434782609	2.989130435	5.054347826	2.065217391	0.923913043	6.467391304
protist_Zotu18	28.36956522	2.826086957	27.06521739	31.63043478	24.40217391	0.27173913	35.10869565	11.35869565	18.36956522	0.97826087	31.95652174	28.47826087	72.33695652	0.597826087	16.25	7.554347826	56.52173913	0.97826087	17.01086957	14.94565217	14.51086957	2.391304348	8.206521739	14.51086957	26.79347826	1.25	48.20652174	14.45652174	27.88043478	2.336956522	58.64130435	0	19.45652174	19.67391304	78.09782609	10.48913043	18.04347826	10.27173913	23.69565217	12.5	25.38043478	10.10869565	28.20652174	4.72826087	14.7826087	10.43478261	23.31521739	9.184782609	35.70652174	0.326086957	19.56521739	21.57608696	30.59782609	29.34782609	36.79347826	36.35869565	26.35869565	4.076086957	24.23913043	35.70652174	19.94565217	4.076086957	24.51086957	31.79347826	11.41304348	23.20652174	26.52173913	15.81521739	0.760869565	20.43478261	0.97826087	20.97826087	0.760869565	27.93478261	40.16304348	17.44565217	2.282608696	37.01086957	50	15.59782609	3.75	37.66304348	35.70652174	8.47826087	0.543478261	28.26086957	39.7826087	8.695652174	0.543478261	26.95652174	35.81521739	11.95652174	0.108695652	27.60869565	21.08695652	20.27173913	1.086956522	92.93478261	23.85869565	16.30434783	0.27173913	105.1630435	31.79347826	29.89130435	2.010869565	87.01086957	63.15217391
protist_Zotu190	1.52173913	1.902173913	5.27173913	1.358695652	1.032608696	2.119565217	0.815217391	0.597826087	1.304347826	1.195652174	2.282608696	1.576086957	4.782608696	1.032608696	2.717391304	0.217391304	2.934782609	1.25	2.173913043	0.489130435	1.576086957	2.336956522	1.304347826	0.108695652	0.869565217	1.141304348	1.195652174	2.065217391	1.304347826	1.25	1.25	0	0.054347826	1.086956522	1.956521739	1.576086957	0.923913043	0.217391304	1.032608696	4.239130435	0.706521739	0.97826087	1.956521739	0	0.489130435	1.141304348	1.25	2.22826087	1.25	0.434782609	0.434782609	0.97826087	2.010869565	1.304347826	1.630434783	1.141304348	1.413043478	2.608695652	1.086956522	0	1.739130435	3.75	1.793478261	3.369565217	0.923913043	1.195652174	1.358695652	0.815217391	2.826086957	0.706521739	0.108695652	3.315217391	1.793478261	1.902173913	6.467391304	0.869565217	5.760869565	2.445652174	3.423913043	1.141304348	4.347826087	1.902173913	2.934782609	0.597826087	3.206521739	2.445652174	1.25	0.597826087	4.184782609	0.760869565	1.630434783	0.054347826	2.336956522	1.086956522	1.684782609	0.706521739	1.304347826	4.836956522	1.413043478	0.543478261	0.597826087	3.369565217	2.934782609	0.543478261	0.706521739	4.891304348	1.195652174
protist_Zotu226	3.75	2.119565217	6.032608696	3.75	3.423913043	1.358695652	3.097826087	3.152173913	2.282608696	1.358695652	5.27173913	3.804347826	2.010869565	0.923913043	4.076086957	0.869565217	1.684782609	0.97826087	3.858695652	2.010869565	1.956521739	0.326086957	1.847826087	0.108695652	3.695652174	1.032608696	1.630434783	1.739130435	1.793478261	1.467391304	1.141304348	0	1.52173913	0.923913043	1.086956522	0.97826087	1.141304348	0.108695652	0.869565217	3.75	2.880434783	0.543478261	1.847826087	0.326086957	0.815217391	0.923913043	1.195652174	2.010869565	3.097826087	0.054347826	1.086956522	0.815217391	2.608695652	1.52173913	1.195652174	1.141304348	1.847826087	2.77173913	1.141304348	0	1.032608696	0.380434783	2.22826087	1.52173913	0.97826087	0.054347826	0.706521739	1.739130435	0.869565217	2.77173913	0.163043478	1.956521739	1.52173913	3.75	1.358695652	1.902173913	3.097826087	2.282608696	1.25	2.336956522	3.47826087	2.010869565	2.608695652	1.630434783	0.27173913	1.304347826	2.663043478	0.489130435	0.489130435	1.467391304	1.032608696	0.760869565	0.434782609	1.032608696	0.489130435	0.869565217	0.97826087	1.032608696	1.630434783	1.032608696	0.923913043	2.22826087	1.52173913	0.97826087	0.869565217	1.576086957	0.27173913
protist_Zotu264	0.217391304	2.282608696	0	0.108695652	0	3.967391304	0.108695652	0.054347826	0.108695652	2.5	0.326086957	0.108695652	0.108695652	3.206521739	3.858695652	0.108695652	0.326086957	0.163043478	2.826086957	0.163043478	0.054347826	0.163043478	2.282608696	0	0.163043478	0.054347826	0.054347826	0.108695652	0	0.27173913	1.195652174	0	0.27173913	0.108695652	0.380434783	0	0.217391304	0	0.27173913	0	0.054347826	0.054347826	0.326086957	0	0	0.27173913	0.326086957	0	0.054347826	0.054347826	0.108695652	0.163043478	0.217391304	0.054347826	0.217391304	0.054347826	0.054347826	2.608695652	0.108695652	0	0	0	0.27173913	0.163043478	0	0.108695652	0.217391304	0	0.489130435	0.163043478	0	0.27173913	2.554347826	1.195652174	0	0.760869565	4.02173913	0.054347826	0.054347826	0.434782609	2.880434783	0.380434783	0.434782609	0.054347826	0.380434783	0.923913043	0.108695652	0.380434783	0.923913043	0.27173913	0	0.27173913	0.760869565	0.217391304	0.054347826	0.27173913	3.967391304	0.217391304	0	0.652173913	3.532608696	0.054347826	0	0.97826087	7.391304348	0.108695652	0
protist_Zotu96	3.47826087	4.456521739	35.97826087	10.48913043	1.195652174	2.010869565	11.08695652	2.880434783	2.826086957	4.402173913	21.95652174	6.032608696	5.543478261	1.086956522	6.630434783	0.815217391	5.27173913	2.119565217	6.195652174	1.684782609	1.576086957	0.380434783	3.206521739	4.293478261	3.532608696	1.684782609	3.152173913	4.02173913	3.967391304	1.902173913	3.423913043	0	0.054347826	1.576086957	2.119565217	3.369565217	2.717391304	0.543478261	3.369565217	2.608695652	3.097826087	2.010869565	10.81521739	0.760869565	2.934782609	4.130434783	1.902173913	1.195652174	7.934782609	0.380434783	3.695652174	1.304347826	7.880434783	3.913043478	4.402173913	2.77173913	1.956521739	4.184782609	5.326086957	0	2.065217391	0.815217391	11.14130435	5.706521739	2.663043478	2.5	2.336956522	3.152173913	2.22826087	3.913043478	0.27173913	3.967391304	1.413043478	54.13043478	7.880434783	2.663043478	3.75	10.32608696	7.608695652	3.641304348	2.445652174	11.14130435	8.043478261	2.717391304	0.434782609	4.673913043	5.760869565	1.032608696	0.97826087	4.619565217	6.684782609	4.02173913	0.434782609	8.152173913	2.717391304	1.52173913	0.97826087	6.141304348	5.434782609	3.315217391	0.163043478	3.967391304	5.27173913	4.293478261	1.304347826	5.434782609	6.25
protist_Zotu103	2.119565217	9.239130435	2.22826087	1.684782609	1.141304348	16.63043478	3.423913043	1.141304348	2.282608696	10.27173913	3.152173913	1.902173913	2.826086957	7.173913043	5.108695652	0.597826087	0.597826087	4.456521739	2.608695652	1.956521739	2.445652174	7.880434783	1.195652174	0.163043478	0.706521739	6.086956522	1.956521739	1.684782609	3.967391304	5.108695652	3.532608696	0	2.77173913	4.619565217	3.043478261	0.652173913	1.630434783	2.608695652	2.5	2.77173913	1.902173913	2.989130435	2.554347826	0.163043478	1.032608696	3.260869565	3.043478261	9.076086957	2.5	3.369565217	6.086956522	1.739130435	2.391304348	4.239130435	4.510869565	1.739130435	1.684782609	9.510869565	4.619565217	0	0.760869565	0.163043478	2.065217391	1.52173913	0.760869565	1.25	3.423913043	1.52173913	4.347826087	1.467391304	0	1.630434783	3.315217391	8.152173913	3.423913043	1.630434783	8.206521739	2.554347826	2.77173913	2.445652174	4.673913043	1.195652174	3.206521739	0.597826087	1.413043478	0.97826087	1.195652174	0.597826087	2.065217391	0.815217391	1.847826087	0.380434783	2.663043478	0.652173913	1.576086957	2.554347826	2.391304348	2.826086957	2.010869565	4.510869565	2.065217391	2.119565217	0.652173913	2.282608696	1.630434783	1.684782609	2.010869565
protist_Zotu159	3.315217391	2.717391304	8.043478261	1.956521739	3.75	2.173913043	3.858695652	1.739130435	5.108695652	1.141304348	3.369565217	4.02173913	5.27173913	0.543478261	4.782608696	1.847826087	5.108695652	0.543478261	3.913043478	4.130434783	2.880434783	0.597826087	1.576086957	1.413043478	3.423913043	1.630434783	1.956521739	3.586956522	2.065217391	1.25	4.076086957	0.054347826	0.760869565	1.956521739	3.913043478	1.358695652	4.293478261	2.065217391	3.586956522	1.956521739	7.5	1.630434783	4.130434783	0.163043478	1.902173913	2.065217391	4.130434783	4.619565217	2.934782609	0.054347826	4.510869565	5.27173913	4.130434783	3.641304348	4.619565217	3.260869565	5.597826087	2.065217391	5.597826087	0	3.641304348	0.923913043	5.108695652	2.22826087	3.967391304	2.282608696	5.27173913	5.163043478	0.543478261	5.434782609	0.108695652	7.445652174	0.97826087	2.554347826	4.510869565	7.934782609	1.576086957	3.804347826	4.836956522	10.86956522	1.413043478	3.097826087	5.923913043	1.630434783	0.543478261	3.47826087	3.967391304	1.684782609	0.27173913	1.956521739	2.22826087	0.543478261	0.434782609	1.630434783	2.173913043	8.260869565	0.597826087	4.836956522	2.391304348	7.119565217	0.108695652	3.097826087	0.815217391	8.260869565	1.576086957	3.586956522	1.032608696
protist_Zotu17	390.5434783	0.108695652	10.76086957	0.054347826	491.3043478	0	54.72826087	3.369565217	424.1304348	0	41.84782609	4.239130435	113.9673913	0	0.652173913	5.597826087	70.86956522	0.217391304	0.108695652	167.7173913	202.7717391	0.108695652	0.163043478	1.956521739	146.4130435	0.108695652	32.88043478	7.173913043	24.51086957	0.163043478	51.30434783	0	1.304347826	14.18478261	56.84782609	1.358695652	46.25	7.554347826	48.58695652	104.1847826	45.38043478	10.97826087	56.68478261	0.054347826	40.76086957	9.510869565	31.41304348	0	60.43478261	0.054347826	28.64130435	5.923913043	81.52173913	39.34782609	43.15217391	2.934782609	26.19565217	0	41.63043478	0	8.097826087	0.054347826	38.5326087	9.673913043	12.39130435	22.06521739	12.55434783	13.80434783	0.108695652	8.47826087	0	29.07608696	0	1.141304348	3.858695652	28.20652174	0	41.73913043	7.391304348	31.30434783	0	14.61956522	7.336956522	10.05434783	0	12.22826087	6.793478261	2.826086957	0	13.26086957	8.695652174	0.163043478	0	12.7173913	1.576086957	21.08695652	0	28.15217391	0	26.4673913	0	41.73913043	0.163043478	29.40217391	0.054347826	69.29347826	0.923913043
protist_Zotu247	0.326086957	0	0.163043478	8.097826087	0.489130435	0	0.326086957	1.684782609	0.108695652	0	0.163043478	3.695652174	0.054347826	0	0	0.434782609	0.054347826	0	0	0.380434783	0.163043478	0.163043478	0	1.52173913	0.597826087	0	0.706521739	1.141304348	0.054347826	0	0	0	0.97826087	0.054347826	0.760869565	2.880434783	1.358695652	0.434782609	0.380434783	0.815217391	0.760869565	0.054347826	0	0.326086957	0.652173913	0	0.97826087	2.5	0.054347826	0	0.108695652	0.706521739	0.108695652	0	0.815217391	0.380434783	0.760869565	0	0.27173913	0	1.902173913	0.97826087	0.108695652	0.27173913	2.22826087	0.543478261	0.543478261	1.630434783	0	0.108695652	0.326086957	1.739130435	0	0.652173913	3.695652174	3.097826087	0	0.108695652	7.22826087	2.717391304	0	0.054347826	4.239130435	1.902173913	0.108695652	0.434782609	0.706521739	0.760869565	0	0.163043478	0.97826087	4.239130435	0	0	0.27173913	1.195652174	0	0	10.86956522	0.706521739	0	0	6.032608696	0.27173913	0	0.054347826	5.597826087
protist_Zotu25	31.08695652	61.79347826	72.82608696	31.79347826	33.42391304	45.43478261	40.38043478	20.76086957	28.80434783	45.97826087	32.33695652	33.15217391	40.32608696	28.42391304	48.9673913	10.10869565	28.9673913	19.89130435	39.7826087	28.64130435	24.34782609	15.43478261	23.09782609	11.63043478	26.08695652	27.98913043	24.56521739	38.47826087	22.5	28.31521739	34.72826087	0	8.152173913	29.67391304	30.48913043	23.80434783	23.64130435	11.35869565	31.08695652	49.18478261	25.2173913	19.89130435	41.4673913	24.83695652	19.34782609	17.82608696	31.25	41.52173913	20.32608696	12.55434783	28.85869565	18.31521739	26.41304348	31.35869565	33.26086957	18.75	29.72826087	57.82608696	47.06521739	5	15.70652174	52.11956522	24.51086957	31.35869565	13.58695652	22.82608696	34.02173913	15.76086957	38.75	20	6.413043478	26.41304348	22.01086957	25.86956522	28.15217391	21.41304348	48.75	20.48913043	23.85869565	23.80434783	41.90217391	18.04347826	25.43478261	9.565217391	9.402173913	17.17391304	19.29347826	8.097826087	22.33695652	17.82608696	16.14130435	5.108695652	15.38043478	18.80434783	12.39130435	22.39130435	17.93478261	33.15217391	45.70652174	32.55434783	11.95652174	25.48913043	48.75	26.79347826	20.2173913	41.90217391	116.9565217
